species,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year
Momotus lessonii,Zona Arqueológica Iglesia Vieja,Chiapas,16.130249,-93.74587,06/09/2020 00:00,6,9,2020
Momotus coeruliceps,Sabinos 4,San Luis Potosí,22.145555,-98.91522,05/10/2020 00:00,5,10,2020
Momotus mexicanus,"4 Baja California, Tres de Mayo, Morelos, MX (18.87, -99.202)",Morelos,18.870325,-99.202194,17/10/2020 00:00,17,10,2020
Momotus mexicanus,Malinalco--Camino a Tenancingo,México,18.95038,-99.50589,23/09/2020 00:00,23,9,2020
Momotus lessonii,"Las Violetas, Plan Baja, Presa El Portillo.",Chiapas,15.810573,-92.927025,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"Playa Patzcuarito Selva Sur, Sayulita  (20.8496,-105.4534)",Nayarit,20.857992,-105.45665,23/08/2020 00:00,23,8,2020
Momotus lessonii,Pichucalco--Ribera El Cerro,Chiapas,17.494484,-93.12921,28/08/2020 00:00,28,8,2020
Momotus coeruliceps,"2 Calle a Hacienda Los Cafetales, Veracruz, MX (19.422, -96.926)",Veracruz,19.422081,-96.92574,09/09/2020 00:00,9,9,2020
Momotus lessonii,"Porvenir-near entronque montane forest (acceso restringido, se necesita permiso del Comisariado Ejidal)",Oaxaca,16.729897,-95.5245,27/10/2020 00:00,27,10,2020
Momotus coeruliceps,Parque Ecológico Chipinque,Nuevo León,25.609253,-100.355515,05/11/2020 00:00,5,11,2020
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,27/12/2020 00:00,27,12,2020
Momotus mexicanus,"Calle Tenanquiahuac, Tlayacapan MX-MOR 18.95250, -98.99252",Morelos,18.952496,-98.99252,12/09/2020 00:00,12,9,2020
Momotus lessonii,Granjas de Tekantó,Yucatán,21.000937,-89.089294,29/09/2020 00:00,29,9,2020
Momotus mexicanus,Atlacholoaya,Morelos,18.732162,-99.240074,31/08/2020 00:00,31,8,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,10/12/2020 00:00,10,12,2020
Momotus mexicanus,Pascala del Oro,Guerrero,17.047625,-98.85179,12/08/2020 00:00,12,8,2020
Momotus lessonii,"Sendero El Ocotal Nahá Chiapas, MX (16.956, -91.577)",Chiapas,16.955862,-91.577415,10/12/2020 00:00,10,12,2020
Momotus lessonii,"El Remate, Calkiní...Campeche, MX (20.535, -90.37)",Campeche,20.534517,-90.370255,01/11/2020 00:00,1,11,2020
Momotus mexicanus,San Pancho area,Nayarit,20.9004,-105.4118,11/02/2020 00:00,11,2,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,10/12/2020 00:00,10,12,2020
Momotus lessonii,Santa Pilar,Yucatán,21.34101,-87.68532,13/09/2020 00:00,13,9,2020
Momotus mexicanus,"26 Calle la Villa, Tequila, Jalisco, MX (20.882, -103.846)",Jalisco,20.882446,-103.84642,19/11/2020 00:00,19,11,2020
Momotus mexicanus,"El Ranchito, Cosalá.",Sinaloa,24.41751,-106.64764,09/05/2020 00:00,9,5,2020
Momotus mexicanus,"26 Calle la Villa, Tequila, Jalisco, MX (20.882, -103.846)",Jalisco,20.882446,-103.84642,22/10/2020 00:00,22,10,2020
Momotus lessonii,Ejido San Felipe,Yucatán,21.412058,-88.23869,20/10/2020 00:00,20,10,2020
Momotus lessonii,Santa Maria Jacatepec--Sumichrast's Wren Area,Oaxaca,17.82783,-96.21401,24/11/2020 00:00,24,11,2020
Momotus lessonii,Club de Golf Puerto Aventuras,Quintana Roo,20.505295,-87.226,23/11/2020 00:00,23,11,2020
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,13/12/2020 00:00,13,12,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,18/12/2020 00:00,18,12,2020
Momotus coeruliceps,Sabinos 6,San Luis Potosí,22.15175,-98.90808,29/09/2020 00:00,29,9,2020
Momotus mexicanus,"Carretera Ramal El Colomo, Bahía de Banderas MX-NAY 20.85050, -105.16942",Nayarit,20.850506,-105.16942,12/09/2020 00:00,12,9,2020
Momotus coeruliceps,Sabinos 2,San Luis Potosí,22.140778,-98.9235,03/08/2020 00:00,3,8,2020
Momotus coeruliceps,Sabinos 4,San Luis Potosí,22.145555,-98.91522,22/10/2020 00:00,22,10,2020
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,31/12/2020 00:00,31,12,2020
Momotus mexicanus,Camino a Mirador Manos Que Imploran,Chiapas,16.91808,-93.11434,23/08/2020 00:00,23,8,2020
Momotus lessonii,MN Yaxchilán--Rio Usumacinta-Omega,Chiapas,16.866074,-90.97552,14/11/2020 00:00,14,11,2020
Momotus mexicanus,Club de Golf Marina Ixtapa,Guerrero,17.664051,-101.60551,27/12/2020 00:00,27,12,2020
Momotus mexicanus,Pinar de la Venta (pueblo),Jalisco,20.72025,-103.51909,20/09/2020 00:00,20,9,2020
Momotus mexicanus,Parque Ecológico La Campana,Colima,19.270735,-103.72472,03/12/2020 00:00,3,12,2020
Momotus lessonii,Reserva de la Biosfera Calakmul--Zona Arqueológica de Calakmul,Campeche,18.113344,-89.80331,29/02/2020 00:00,29,2,2020
Momotus lessonii,Villas Ecotucan,Quintana Roo,18.732037,-88.35324,13/08/2020 00:00,13,8,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,06/12/2020 00:00,6,12,2020
Momotus lessonii,Amatlán de los Reyes (pueblo),Veracruz,18.84358,-96.91143,10/11/2020 00:00,10,11,2020
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,31/12/2020 00:00,31,12,2020
Momotus lessonii,La Tuxpeña,Campeche,18.42853,-90.10969,30/09/2020 00:00,30,9,2020
Momotus mexicanus,"Unnamed Road, Tuxtla Gutiérrez, Chiapas, MX (16,698, -93,204)",Chiapas,16.698114,-93.20416,12/09/2020 00:00,12,9,2020
Momotus mexicanus,Bosque los Colomos,Jalisco,20.709274,-103.39626,29/11/2020 00:00,29,11,2020
Momotus lessonii,El Cuyo (pueblo),Yucatán,21.514807,-87.679504,17/10/2020 00:00,17,10,2020
Momotus mexicanus,Arroyo Santa Gertrudis,Colima,19.274866,-103.706696,04/11/2020 00:00,4,11,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,25/12/2020 00:00,25,12,2020
Momotus lessonii,El Cuyo (pueblo),Yucatán,21.514807,-87.679504,17/10/2020 00:00,17,10,2020
Momotus lessonii,"Cenote X'Canché, Temozón MX-YUC 20.87356, -88.15437",Yucatán,20.87356,-88.15437,27/06/2020 00:00,27,6,2020
Momotus mexicanus,"17 America Latina, San Francisco, Nayarit, MX (20.902, -105.412)",Nayarit,20.902357,-105.41215,28/07/2020 00:00,28,7,2020
Momotus mexicanus,"Boulevard Federación, Nayarit, MX (20.734, -105.26)",Nayarit,20.733604,-105.26005,28/11/2020 00:00,28,11,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,18/09/2020 00:00,18,9,2020
Momotus lessonii,Xuilub-SP Chenchelá,Yucatán,20.872786,-88.322266,08/09/2020 00:00,8,9,2020
Momotus lessonii,"Tekik de Regil, Yucatán, MX",Yucatán,20.813513,-89.56227,20/08/2020 00:00,20,8,2020
Momotus coeruliceps,Parque Natura,Veracruz,19.516773,-96.889755,28/08/2020 00:00,28,8,2020
Momotus lessonii,"J21 19:12-18.105, -94.331",Veracruz,18.104517,-94.33107,10/09/2020 00:00,10,9,2020
Momotus mexicanus,Rancho El Santuario,Jalisco,20.43308,-105.310196,09/09/2020 00:00,9,9,2020
Momotus coeruliceps,Sabinos 6,San Luis Potosí,22.15175,-98.90808,24/07/2020 00:00,24,7,2020
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,31/12/2020 00:00,31,12,2020
Momotus mexicanus,Arroyo Careyes,Jalisco,19.44116,-105.02626,18/11/2020 00:00,18,11,2020
Momotus lessonii,Nacimiento del Río Atoyac,Veracruz,18.927067,-96.87645,18/07/2020 00:00,18,7,2020
Momotus mexicanus,Arroyo Santa Gertrudis,Colima,19.274866,-103.706696,30/11/2020 00:00,30,11,2020
Momotus lessonii,Camino a Área de Conservación El Zapotal,Yucatán,21.278109,-87.607864,17/10/2020 00:00,17,10,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,16/09/2020 00:00,16,9,2020
Momotus lessonii,Rancherías Dzonot Carretero,Yucatán,21.416956,-87.825134,04/09/2020 00:00,4,9,2020
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,15/12/2020 00:00,15,12,2020
Momotus mexicanus,"Lower Road, Yelapa",Jalisco,20.488544,-105.45343,26/12/2020 00:00,26,12,2020
Momotus lessonii,Cenote Kikil,Yucatán,21.191494,-88.17266,01/12/2020 00:00,1,12,2020
Momotus coeruliceps,Parque Ecológico Chipinque,Nuevo León,25.609253,-100.355515,03/08/2020 00:00,3,8,2020
Momotus mexicanus,"Unnamed Road, Nayarit, MX (21.497, -104.86)",Nayarit,21.496586,-104.859695,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"La Botija, santa maría Guienagati Oaxaca, MX (16.743, -95.415)",Oaxaca,16.742907,-95.41457,03/07/2020 00:00,3,7,2020
Momotus mexicanus,Rio Los Perros--El Espinal,Oaxaca,16.484444,-95.047035,24/09/2020 00:00,24,9,2020
Momotus mexicanus,Reserva Ecológica Sierra de San Juan,Nayarit,21.46152,-104.98175,18/10/2020 00:00,18,10,2020
Momotus lessonii,Sendero Noreste de Justicia Social,Yucatán,19.96908,-88.83177,13/09/2020 00:00,13,9,2020
Momotus mexicanus,Malinalco--Camino a Tenancingo,México,18.95038,-99.50589,25/09/2020 00:00,25,9,2020
Momotus lessonii,"117-Isla-13 nov. 2020 08:07-18.119, -94.362",Veracruz,18.118958,-94.36164,13/11/2020 00:00,13,11,2020
Momotus mexicanus,"39894, Acapulco MX-GRO (16.7906,-99.8192)",Guerrero,16.790585,-99.8192,26/11/2020 00:00,26,11,2020
Momotus mexicanus,Burnam House Jiutepec,Morelos,18.884848,-99.16872,23/10/2020 00:00,23,10,2020
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,11/11/2020 00:00,11,11,2020
Momotus coeruliceps,"Salto del Tigre, Gûemez",Tamaulipas,24.0036,-99.3272,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"48445, Cabo Corrientes MX-JAL 20.46315, -105.28993",Jalisco,20.463152,-105.28993,21/12/2020 00:00,21,12,2020
Momotus mexicanus,"Col. Guadalupe Victoria, Villaflores,Chis.-camino el güixchal",Chiapas,16.458984,-93.14371,11/10/2020 00:00,11,10,2020
Momotus lessonii,Santuario del Mono Araña Punta Laguna,Quintana Roo,20.645958,-87.63233,15/12/2020 00:00,15,12,2020
Momotus mexicanus,"Río Copalita, Santa María Huatulco MX-OAX (15.8047,-96.0524)",Oaxaca,15.804677,-96.05241,09/11/2020 00:00,9,11,2020
Momotus mexicanus,"63866, La Laguna MX-NAY 21.37805, -104.56683",Nayarit,21.378056,-104.56683,14/08/2020 00:00,14,8,2020
Momotus mexicanus,"Boulevard Federación, Nayarit, MX (20.734, -105.26)",Nayarit,20.733604,-105.26005,17/12/2020 00:00,17,12,2020
Momotus mexicanus,"San Andrés de la Cal, Morelos, MX (18.964, -99.106)",Morelos,18.963923,-99.10631,12/07/2020 00:00,12,7,2020
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,06/12/2020 00:00,6,12,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,18/08/2020 00:00,18,8,2020
Momotus mexicanus,Jardin Botanico de Acapulco,Guerrero,16.827812,-99.84804,02/12/2020 00:00,2,12,2020
Momotus lessonii,"Playa del Carmen (general area, please be more specific)",Quintana Roo,20.630268,-87.073975,16/08/2020 00:00,16,8,2020
Momotus coeruliceps,"91023, Xalapa-Enríquez MX-VER (19.5577,-96.9457)",Veracruz,19.557714,-96.94568,06/12/2020 00:00,6,12,2020
Momotus mexicanus,Malinalco--Camino a Tenancingo,México,18.95038,-99.50589,12/09/2020 00:00,12,9,2020
Momotus mexicanus,"13 Vista Hermosa, Tres de Mayo, Morelos, MX (18.87, -99.202)",Morelos,18.870287,-99.20188,25/07/2020 00:00,25,7,2020
Momotus mexicanus,"Las Violetas, Plan Baja, Presa El Portillo.",Chiapas,15.810573,-92.927025,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"Allen Lloyd Arroyo, Ajijic",Jalisco,20.303982,-103.2394,02/09/2020 00:00,2,9,2020
Momotus lessonii,"Sendero Colorado, Cerca K41 Campeche, MX (18.785, -90.63)",Campeche,18.784786,-90.63025,13/11/2020 00:00,13,11,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,25/11/2020 00:00,25,11,2020
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,12/08/2020 00:00,12,8,2020
Momotus coeruliceps,"Camino A Los Manantiales  (19.328, -96.723)",Veracruz,19.328325,-96.722755,24/06/2020 00:00,24,6,2020
Momotus mexicanus,Embarcadero y Unidad Deportiva Chiapa de Corzo,Chiapas,16.70902,-93.02357,05/12/2020 00:00,5,12,2020
Momotus coeruliceps,Reserva de la Biosfera El Cielo--Centro Interpretativo Ecologico,Tamaulipas,23.066444,-99.16881,06/09/2020 00:00,6,9,2020
Momotus lessonii,Villa de pescadores,Yucatán,21.599413,-88.15773,27/09/2020 00:00,27,9,2020
Momotus mexicanus,Jardín Botánico Vallarta,Jalisco,20.465395,-105.29258,08/08/2020 00:00,8,8,2020
Momotus mexicanus,Malinalco--Camino a Tenancingo,México,18.95038,-99.50589,10/10/2020 00:00,10,10,2020
Momotus mexicanus,"Camino a San Antonio TDF (16.4660,-94.2295)",Oaxaca,16.466034,-94.22954,17/10/2020 00:00,17,10,2020
Momotus coeruliceps,Parque Ecológico Chipinque--Brecha Chile,Nuevo León,25.61537,-100.349594,13/10/2020 00:00,13,10,2020
Momotus coeruliceps,Los Pames 04,San Luis Potosí,22.228195,-98.93933,21/08/2020 00:00,21,8,2020
Momotus mexicanus,Camino La Bascula,Jalisco,20.36063,-105.286865,13/12/2020 00:00,13,12,2020
Momotus mexicanus,Parque Ecológico La Campana,Colima,19.270735,-103.72472,05/12/2020 00:00,5,12,2020
Momotus lessonii,ADVC La Esmeralda – Camino al Mirador,Oaxaca,17.146296,-94.764946,13/11/2020 00:00,13,11,2020
Momotus lessonii,"Auto selected 20.87076, -87.08778",Quintana Roo,20.870762,-87.087776,19/10/2020 00:00,19,10,2020
Momotus coeruliceps,Sabinos 2,San Luis Potosí,22.140778,-98.9235,03/07/2020 00:00,3,7,2020
Momotus coeruliceps,Reserva Natural El Tejar,Veracruz,19.519053,-96.89812,29/11/2020 00:00,29,11,2020
Momotus lessonii,Pichucalco--Ribera El Cerro,Chiapas,17.494484,-93.12921,07/10/2020 00:00,7,10,2020
Momotus mexicanus,"62738, Oaxtepec MX-MOR 18.90701, -98.97862",Morelos,18.907013,-98.97862,16/07/2020 00:00,16,7,2020
Momotus lessonii,"Unnamed Road, Quintana Roo, MX (20.578, -87.12)",Quintana Roo,20.578098,-87.120186,10/08/2020 00:00,10,8,2020
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,02/08/2020 00:00,2,8,2020
Momotus mexicanus,"13 Vista Hermosa, Tres de Mayo, Morelos, MX (18.87, -99.202)",Morelos,18.870287,-99.20188,08/11/2020 00:00,8,11,2020
Momotus lessonii,Camino a Ejido Armando Zebadua,Chiapas,16.929926,-93.472,11/01/2020 00:00,11,1,2020
Momotus mexicanus,Sendero Sayulita--Selva Norte,Nayarit,20.87838,-105.43043,17/12/2020 00:00,17,12,2020
Momotus lessonii,Miguel Colorado (Pueblo),Campeche,18.784441,-90.65585,14/11/2020 00:00,14,11,2020
Momotus lessonii,"Calle 27, Yokdzonot, Yucatán, MX (20.707, -88.731)",Yucatán,20.70725,-88.73126,13/09/2020 00:00,13,9,2020
Momotus mexicanus,Terracería La Palma-Tecuitata,Nayarit,21.475275,-105.1595,13/09/2020 00:00,13,9,2020
Momotus lessonii,Camino del Ejido Juárez (desvío km 21 +600 carretera Tuxtla-Chicoasén),Chiapas,16.910177,-93.179214,08/11/2020 00:00,8,11,2020
Momotus mexicanus,"18 Calle de Las Zarzas, (18.569, -99.606)",Guerrero,18.569397,-99.60653,27/09/2020 00:00,27,9,2020
Momotus mexicanus,La Cruz de Huanacaxtle,Nayarit,20.756613,-105.38195,21/07/2020 00:00,21,7,2020
Momotus lessonii,Cenote Kikil,Yucatán,21.191494,-88.17266,01/12/2020 00:00,1,12,2020
Momotus mexicanus,Area de Protección de Flora y Fauna Bosque La Primavera--Caseta 2,Jalisco,20.710743,-103.57153,15/07/2020 00:00,15,7,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,06/10/2020 00:00,6,10,2020
Momotus mexicanus,Pinar de la Venta (pueblo),Jalisco,20.72025,-103.51909,13/09/2020 00:00,13,9,2020
Momotus mexicanus,Laguna de Carizalillo,Colima,19.414064,-103.67471,22/08/2020 00:00,22,8,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,15/11/2020 00:00,15,11,2020
Momotus mexicanus,"273 Motolinía, Colima, Colima, MX (19.251, -103.729)",Colima,19.251007,-103.729004,28/06/2020 00:00,28,6,2020
Momotus coeruliceps,"Cerro Agujerado, Camino real a Tula, Cd. Victoria, Tamaulipas",Tamaulipas,23.63085,-99.1997,17/10/2020 00:00,17,10,2020
Momotus lessonii,"NOV-J93 (18.107, -94.354)",Veracruz,18.10746,-94.35417,07/11/2020 00:00,7,11,2020
Momotus lessonii,"Unnamed Road, Quintana Roo, MX (20.488, -87.769)",Quintana Roo,20.48758,-87.7685,17/10/2020 00:00,17,10,2020
Momotus coeruliceps,"La Palma, Tepatlaxco, Veracruz, MX (18.98, -96.726)",Veracruz,18.97999,-96.72579,24/10/2020 00:00,24,10,2020
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,17/10/2020 00:00,17,10,2020
Momotus lessonii,MX-OAX-Ejido Guadalupe [La Joya],Oaxaca,17.847195,-96.03754,12/03/2020 00:00,12,3,2020
Momotus lessonii,carretera dzonot carretero,Yucatán,21.367088,-88.10151,07/08/2020 00:00,7,8,2020
Momotus lessonii,Jardín Botánico Regional Roger Orellana,Yucatán,21.029064,-89.639114,29/10/2020 00:00,29,10,2020
Momotus coeruliceps,Sabinos 2,San Luis Potosí,22.140778,-98.9235,07/09/2020 00:00,7,9,2020
Momotus mexicanus,W Nepantla,México,18.981441,-98.85898,28/08/2020 00:00,28,8,2020
Momotus mexicanus,Residencial Las Parotas,Colima,19.279448,-103.71545,24/07/2020 00:00,24,7,2020
Momotus coeruliceps,Sabinos 3,San Luis Potosí,22.14319,-98.91925,15/09/2020 00:00,15,9,2020
Momotus mexicanus,"15 de Septiembre, Salina Cruz, Oaxaca, MX (16.19, -95.205)",Oaxaca,16.190435,-95.20478,06/12/2020 00:00,6,12,2020
Momotus mexicanus,"San Sebastián del Oeste Jal,Mex",Jalisco,20.761244,-104.85217,19/10/2020 00:00,19,10,2020
Momotus coeruliceps,Sabinos 5,San Luis Potosí,22.148695,-98.91167,03/08/2020 00:00,3,8,2020
Momotus coeruliceps,Sabinos 3,San Luis Potosí,22.14319,-98.91925,27/09/2020 00:00,27,9,2020
Momotus lessonii,"Tzucmuc, Yucatán, MX (20.592, -88.456)",Yucatán,20.592482,-88.45604,07/12/2020 00:00,7,12,2020
Momotus lessonii,Santuario del Mono Araña Punta Laguna,Quintana Roo,20.645958,-87.63233,06/09/2020 00:00,6,9,2020
Momotus lessonii,Parque del Río San Antonio,Veracruz,18.90052,-96.943016,23/10/2020 00:00,23,10,2020
Momotus coeruliceps,Sabinos 8,San Luis Potosí,22.158028,-98.90111,08/09/2020 00:00,8,9,2020
Momotus coeruliceps,Los Pames 08,San Luis Potosí,22.230139,-98.91967,05/08/2020 00:00,5,8,2020
Momotus lessonii,"Unnamed Road, Chiapas, MX (17.419, -93.386)",Chiapas,17.419033,-93.38592,19/09/2020 00:00,19,9,2020
Momotus mexicanus,Pinar de la Venta (pueblo),Jalisco,20.72025,-103.51909,14/10/2020 00:00,14,10,2020
Momotus mexicanus,Arroyo Los Izotes (acceso restringido),Nayarit,20.907583,-105.39715,05/09/2020 00:00,5,9,2020
Momotus mexicanus,"Chiapa de Corzo, Chiapas, MX",Chiapas,16.70902,-93.02357,22/09/2020 00:00,22,9,2020
Momotus lessonii,Camino Vigia Chico,Quintana Roo,19.626913,-87.94688,07/09/2020 00:00,7,9,2020
Momotus mexicanus,"18 ene 2020 18:53-20.76, -103.382",Jalisco,20.759636,-103.3824,18/01/2020 00:00,18,1,2020
Momotus mexicanus,"Camino a Río Hormiga, Morelos, MX (18.82, -99.298)",Morelos,18.819607,-99.29777,24/10/2020 00:00,24,10,2020
Momotus lessonii,"95263, Alvarado MX-VER (19.0273,-96.0289)",Veracruz,19.027271,-96.02889,14/04/2020 00:00,14,4,2020
Momotus coeruliceps,"Cañada Azul, Tepatlaxco, Veracruz, MX (19.02, -96.827)",Veracruz,19.020432,-96.82735,03/08/2020 00:00,3,8,2020
Momotus mexicanus,Ventanilla (pueblo),Oaxaca,15.671259,-96.572914,29/10/2020 00:00,29,10,2020
Momotus coeruliceps,Unidad de Servicios Bibliotecarios y de Información Xalapa,Veracruz,19.510555,-96.91624,03/09/2020 00:00,3,9,2020
Momotus lessonii,Reserva de La Biosfera Montes Azules--Rio Tzendales,Chiapas,16.279844,-90.91705,29/01/2020 00:00,29,1,2020
Momotus coeruliceps,Sabinos 5,San Luis Potosí,22.148695,-98.91167,03/07/2020 00:00,3,7,2020
Momotus mexicanus,"San Andrés de la Cal, Morelos, MX (18.964, -99.106)",Morelos,18.963923,-99.10631,12/07/2020 00:00,12,7,2020
Momotus lessonii,"J-74-Camino de servicio, Veracruz, MX (18.11, -94.358)",Veracruz,18.110317,-94.358406,26/10/2020 00:00,26,10,2020
Momotus mexicanus,"Carretera Internacional, Cintalapa, Chiapas, MX (16.641, -93.77)",Chiapas,16.641209,-93.77015,07/06/2020 00:00,7,6,2020
Momotus mexicanus,"Camino a Río Hormiga, Morelos, MX (18.82, -99.298)",Morelos,18.819607,-99.29777,24/10/2020 00:00,24,10,2020
Momotus mexicanus,"Allen Lloyd Arroyo, Ajijic",Jalisco,20.303982,-103.2394,16/08/2020 00:00,16,8,2020
Momotus lessonii,El Ramonal,Yucatán,20.992456,-89.569984,23/10/2020 00:00,23,10,2020
Momotus mexicanus,Residencial Las Parotas,Colima,19.279448,-103.71545,31/07/2020 00:00,31,7,2020
Momotus mexicanus,Rio Los Perros--El Espinal,Oaxaca,16.484444,-95.047035,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"13 Vista Hermosa, Tres de Mayo, Morelos, MX (18.87, -99.202)",Morelos,18.870287,-99.20188,20/09/2020 00:00,20,9,2020
Momotus mexicanus,"Selva Sur  Sayulita,Nay,Mex",Nayarit,20.859463,-105.44645,18/10/2020 00:00,18,10,2020
Momotus coeruliceps,"Parque Ecológico Macuiltépetl, Xalapa-Enríquez MX-VER 19.54503, -96.92046",Veracruz,19.54503,-96.92046,10/10/2020 00:00,10,10,2020
Momotus mexicanus,"25 oct. 2020 11:22 a. m.-18.756, -98.885",Morelos,18.756294,-98.88489,25/10/2020 00:00,25,10,2020
Momotus lessonii,Camino Coliradas-bocana,Yucatán,21.605719,-88.05711,13/09/2020 00:00,13,9,2020
Momotus mexicanus,Aeropuerto Internacional de Tepic,Nayarit,21.417116,-104.839355,14/10/2020 00:00,14,10,2020
Momotus mexicanus,"Camino a San Antonio TDF (16.4660,-94.2295)",Oaxaca,16.466034,-94.22954,17/10/2020 00:00,17,10,2020
Momotus mexicanus,Selva El Tuito--Camino Tehuamixtle,Jalisco,20.312063,-105.52988,30/10/2020 00:00,30,10,2020
Momotus mexicanus,"Camino a Río Hormiga, Morelos, MX (18.82, -99.298)",Morelos,18.819607,-99.29777,24/10/2020 00:00,24,10,2020
Momotus coeruliceps,Arroyo Alex,San Luis Potosí,22.051016,-99.0366,19/11/2020 00:00,19,11,2020
Momotus mexicanus,"Chiapa de Corzo, Chiapas, MX",Chiapas,16.70902,-93.02357,22/09/2020 00:00,22,9,2020
Momotus lessonii,El Ramonal,Yucatán,20.992456,-89.569984,23/10/2020 00:00,23,10,2020
